transaction_id,merchant_id,customer_id,amount,currency,payment_method,status,timestamp,device_type,location
TID000885,MID0011,b4746349-49fc-4cd8-856b-ad4c4c3077c4,988.74,INR,UPI,Success,7/3/2025 17:46,Desktop,Delhi
TID000886,MID0016,7d2f4e58-b47a-4c5b-b0b3-901535102852,2253.94,INR,Wallet,Success,7/5/2025 11:36,POS,Pune
TID000887,MID0008,8f7c1d59-594b-4a3a-bad4-65a15129950d,1675.99,INR,Wallet,Success,4/3/2025 22:11,Mobile,Hyderabad
TID000888,MID0004,b8beff3d-cb9f-4f6d-af3a-6f27ef06fccb,1932.42,INR,Wallet,Success,4/29/2025 14:51,Desktop,Bengaluru
TID000889,MID0040,92cf6021-1f33-442d-89ac-908746015028,1017.68,INR,Debit Card,Success,5/4/2025 23:22,Desktop,Mumbai
TID000890,MID0004,e5508ea2-6133-434d-8b0e-8eb1ad371d9e,1505.27,INR,Credit Card,Success,4/11/2025 7:51,Mobile,Bengaluru
TID000891,MID0025,585abefb-d181-4f77-a500-1423faebcd19,2456.18,INR,UPI,Success,3/27/2025 4:21,Mobile,Hyderabad
TID000892,MID0003,257f7595-cdfb-4db9-85e7-8b23f4613f09,760.96,INR,Credit Card,Failed,6/15/2025 18:29,POS,Delhi
TID000893,MID0032,f48f709c-49a2-4441-8ac4-de854a5b1aff,2459.68,INR,Wallet,Refunded,4/30/2025 15:25,POS,Hyderabad
TID000894,MID0003,ec8be537-58ab-4778-943b-45e3b6d1f6bb,1344.79,INR,Credit Card,Success,3/1/2025 15:09,Mobile,Chennai
TID000895,MID0027,bf519362-41a6-4fed-a7ed-c8d8713f8f8c,272.1,INR,Wallet,Success,3/13/2025 8:31,Mobile,Chennai
TID000896,MID0029,d3f4a49b-33ba-4a88-b6c7-d6fa7aa4f052,37.49,INR,Wallet,Success,5/8/2025 9:13,Desktop,Mumbai
TID000897,MID0032,8fe069b6-eeda-4802-8568-f42689e03e22,675.9,INR,Net Banking,Success,4/10/2025 1:36,POS,Pune
TID000898,MID0050,1bf645f6-2324-4211-8588-fc1bb2384849,1186.79,INR,Net Banking,Success,6/15/2025 10:05,Mobile,Delhi
TID000899,MID0019,3d4196fe-963a-4617-bdab-07e79d9d028e,2747.19,INR,Credit Card,Success,3/1/2025 4:31,Mobile,Hyderabad
TID000900,MID0021,e7ba26ac-ab7a-4d1c-8cfe-f6833e11bafe,204.56,INR,UPI,Success,4/15/2025 15:14,POS,Mumbai
TID000901,MID0005,3b9b2d45-a350-45e4-b9c5-9df987f255d6,2415.71,INR,Credit Card,Success,6/22/2025 11:30,Mobile,Pune
TID000902,MID0018,548e1f6b-69ce-4e4e-99a6-92c90d700ea4,2981.76,INR,UPI,Success,4/25/2025 10:38,Desktop,Mumbai
TID000903,MID0028,ae62990c-19bd-4f93-b8ef-7666b7a4c719,244.99,INR,Credit Card,Success,6/24/2025 0:05,Desktop,Mumbai
TID000904,MID0042,f6eab3a0-0153-4221-a331-0a28c550eca8,2861.71,INR,Debit Card,Success,3/4/2025 0:11,Mobile,Bengaluru
TID000905,MID0022,286ed390-edd9-4a1a-ba58-5b278ce3e7c3,7143.36,INR,Debit Card,Success,7/7/2025 9:01,POS,Kolkata
TID000906,MID0021,e1721c83-ef5e-4376-a723-fb72682b163a,1946.54,INR,UPI,Failed,7/28/2025 10:37,Desktop,Delhi
TID000907,MID0006,a689b424-7a3a-40e1-b9c7-73a0e0decc3d,2304.07,INR,Net Banking,Success,5/12/2025 1:47,POS,Bengaluru
TID000908,MID0001,4988e418-f6c3-4218-8183-6315330f8be1,7781.58,INR,UPI,Success,7/20/2025 6:39,POS,Pune
TID000909,MID0005,0f25477d-a559-40e7-8910-fade52380bf2,1395.13,USD,Credit Card,Failed,7/13/2025 9:40,POS,Kolkata
TID000910,MID0041,a6fd0cb1-16e6-45c0-84cb-294fe86e8e63,552.01,INR,Wallet,Success,7/24/2025 21:58,Desktop,Mumbai
TID000911,MID0012,bd1a8f4b-88ff-4d40-bb72-c86d92fa675f,2725.9,INR,Debit Card,Success,5/13/2025 3:07,Desktop,Chennai
TID000912,MID0026,098c60b3-efc9-409e-99af-6e09b91e3d6e,1429.77,INR,Wallet,Failed,6/3/2025 20:32,Mobile,Hyderabad
TID000913,MID0046,6afa828c-2cd1-4b9f-abe5-841fe9c96c52,1305.53,INR,Debit Card,Success,4/28/2025 3:28,POS,Bengaluru
TID000914,MID0034,ef158d5b-2d00-4d05-966d-4627e1dace6a,438.81,INR,Credit Card,Success,6/20/2025 14:05,Desktop,Delhi
TID000915,MID0049,d61169a1-ff46-46bf-894d-916deb6d2fed,2117.94,INR,Debit Card,Success,3/24/2025 17:55,Desktop,Delhi
TID000916,MID0014,2fb21e66-7ed1-4aab-89b7-c9bc65a16fa9,127.79,INR,UPI,Success,2/12/2025 18:22,Mobile,Kolkata
TID000917,MID0026,df4e713e-f64e-4dfc-bfbe-ac7aefc59738,3871.21,INR,Wallet,Success,4/4/2025 15:14,Desktop,Bengaluru
TID000918,MID0045,0997623a-e072-4d96-8a1a-81f5ed10f004,591.39,INR,Wallet,Success,3/31/2025 4:01,Desktop,Mumbai
TID000919,MID0027,9a4ffc0c-9165-42ed-8c63-6e95025f5543,205.06,INR,Credit Card,Success,5/16/2025 16:28,Desktop,Kolkata
TID000920,MID0009,55c551fc-fba5-4cc8-adaf-37661b780ede,876.08,INR,Wallet,Failed,3/20/2025 21:52,Mobile,Pune
TID000921,MID0026,a42d0cd7-fd35-4f6a-b450-388748d90846,65.1,INR,Credit Card,Failed,7/29/2025 22:13,Mobile,Delhi
TID000922,MID0047,e3a68a70-7e71-4b55-8639-bd418b15bd94,1730.99,INR,Net Banking,Success,7/22/2025 9:17,POS,Pune
TID000923,MID0022,811414f8-d9df-4d0e-a25a-ed6cf0458043,3495.02,INR,UPI,Success,7/9/2025 3:38,Desktop,Bengaluru
TID000924,MID0047,cf0e6d2b-315c-467a-85d8-a6ad77d0359e,2723.43,INR,Debit Card,Success,4/27/2025 13:30,Mobile,Chennai
TID000925,MID0030,bb2aa146-2999-494c-94a7-b69b1cd66b09,204.36,INR,Debit Card,Success,2/18/2025 22:46,Mobile,Pune
TID000926,MID0043,b7f60cdf-41dc-4c60-a5f6-0735757b6b29,202.48,INR,Debit Card,Success,5/27/2025 7:42,Mobile,Hyderabad
TID000927,MID0048,564cfbd2-bc92-4d81-839b-058c2faabe0b,2518.46,INR,Net Banking,Success,7/7/2025 0:14,POS,Mumbai
TID000928,MID0017,aca58d95-915a-4c30-8b86-b5a1ca6fbff8,3870.56,INR,UPI,Success,4/10/2025 21:35,POS,Hyderabad
TID000929,MID0026,9c678393-2ced-4c0d-b173-04b5c1dd484a,926.14,INR,Wallet,Success,3/29/2025 22:34,POS,Delhi
TID000930,MID0036,67ce378f-e5a4-483b-a383-889adb2c6ac8,1036.64,INR,Wallet,Success,6/18/2025 5:04,POS,Hyderabad
TID000931,MID0001,53f30073-83e9-4ef4-ad7d-f5d0d3b59af7,574.66,INR,UPI,Success,4/9/2025 19:36,POS,Bengaluru
TID000932,MID0008,186b2880-ab54-4a15-a69d-01ff1634725b,3370.23,INR,UPI,Success,4/27/2025 23:52,Desktop,Chennai
TID000933,MID0049,7a3a6e96-23ff-43d3-bb4f-b88a2f4dd219,1553.05,INR,Debit Card,Success,4/24/2025 3:21,Desktop,Delhi
TID000934,MID0035,01bf9e73-3f80-4385-af92-40b652d78f10,510.05,INR,Wallet,Success,7/14/2025 5:45,Mobile,Chennai
TID000935,MID0015,725d4259-3c4b-4eec-a231-ee7342c2d2eb,532.41,INR,UPI,Failed,5/3/2025 23:02,POS,Delhi
TID000936,MID0047,546252e7-f43b-4052-8459-bd6ec0f63229,3327.37,INR,Wallet,Success,4/30/2025 16:58,POS,Kolkata
TID000937,MID0022,92a81713-b90e-444b-951c-25d54d4c5280,20.59,INR,UPI,Success,4/25/2025 13:23,Mobile,Hyderabad
TID000938,MID0014,5c0b9b10-a757-4b10-82f5-25b902ed73ce,584.52,INR,Credit Card,Refunded,3/29/2025 18:21,Desktop,Kolkata
TID000939,MID0026,aaf407f7-0fe7-4149-bc7e-5368b1594847,1212.35,INR,Debit Card,Success,8/3/2025 7:21,POS,Kolkata
TID000940,MID0028,28e333b6-4e8a-4c4b-b724-20411e43fbd2,240.64,INR,UPI,Success,2/17/2025 18:00,POS,Bengaluru
TID000941,MID0023,ec50ace4-80a5-4e65-afa2-855967c96204,144.93,INR,Net Banking,Success,3/31/2025 5:51,POS,Kolkata
TID000942,MID0014,c5144d98-b41c-404f-a346-f415e5267a2b,2533.34,INR,UPI,Success,5/12/2025 10:01,Desktop,Bengaluru
TID000943,MID0024,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,3372.21,INR,Credit Card,Success,6/28/2025 13:00,Desktop,Mumbai
TID000944,MID0002,5e175b66-4b87-459f-b0cd-7f05ea87855e,2602.56,INR,Net Banking,Success,3/21/2025 15:46,POS,Kolkata
TID000945,MID0045,f5159494-3818-4fd3-b889-936a9d5817e8,3435.81,INR,Net Banking,Success,4/14/2025 3:10,POS,Bengaluru
TID000946,MID0026,74797b61-2737-4b52-ba6a-210722319050,1208.17,INR,UPI,Success,6/10/2025 16:37,Mobile,Delhi
TID000947,MID0014,5fa5e0aa-9b11-4530-bd24-7c11bf6b8cdf,2509.03,INR,Credit Card,Success,7/16/2025 2:00,Mobile,Bengaluru
TID000948,MID0007,e9ad0e9b-8c9a-41e9-b3b2-63376a74dbb7,726.87,INR,Net Banking,Refunded,2/16/2025 0:02,Desktop,Pune
TID000949,MID0003,cd4f8b2b-899a-4252-81e1-b94a78883058,1646.12,INR,Debit Card,Success,4/8/2025 1:10,Mobile,Bengaluru
TID000950,MID0047,c3093b6e-37e9-42e2-935a-c07aaa0217d0,6742.53,INR,Debit Card,Success,5/5/2025 1:32,POS,Hyderabad
TID000951,MID0023,98874bfe-c136-4c65-ae2a-e3413f59e4f2,383.75,INR,Wallet,Success,4/27/2025 17:15,Desktop,Pune
TID000952,MID0046,86879aa9-14f5-43d0-8991-2032df85c777,741.2,INR,Wallet,Success,3/22/2025 2:47,Mobile,Delhi
TID000953,MID0043,5c9deee0-b42a-4456-8736-5a84725e134d,981.03,INR,Credit Card,Refunded,5/29/2025 7:28,Desktop,Hyderabad
TID000954,MID0047,1cb9b73a-906d-4c8c-aad0-8c8913fe8a29,222.78,INR,Net Banking,Success,7/27/2025 4:05,POS,Bengaluru
TID000955,MID0045,e723ada3-8c32-4db2-942a-895e0fcf601f,126.77,INR,Debit Card,Success,3/11/2025 11:30,Mobile,Hyderabad
TID000956,MID0018,89628f6e-929c-43b3-b3c0-8bf18167999f,2655.49,INR,Debit Card,Success,5/22/2025 5:24,Mobile,Delhi
TID000957,MID0038,dabf984e-53ff-4461-aa1f-1b61265cb9d9,5645.04,INR,Credit Card,Success,3/19/2025 4:22,Mobile,Hyderabad
TID000958,MID0035,ae27d432-1dc1-47eb-b11c-767385351a69,778.1,INR,Net Banking,Success,7/8/2025 12:22,POS,Pune
TID000959,MID0015,7d23d479-9549-4a82-b787-ef8d3495311e,137.6,INR,Credit Card,Success,6/8/2025 13:27,Desktop,Chennai
TID000960,MID0025,720b274b-82a7-4586-a61d-9cde1747f387,102.12,INR,UPI,Success,2/28/2025 13:30,Mobile,Kolkata
TID000961,MID0037,21c71aa3-7414-43b5-8e3e-25f2cf0671c7,3329,INR,Debit Card,Success,6/6/2025 5:36,Desktop,Pune
TID000962,MID0028,905c7bdd-74f0-4eae-aa59-43ce836435e3,934.91,INR,Credit Card,Success,6/5/2025 17:42,Desktop,Mumbai
TID000963,MID0010,ac3a812f-765e-4cb5-8f0d-55400ec7d662,578.55,INR,Credit Card,Success,4/12/2025 3:50,Desktop,Bengaluru
TID000964,MID0039,0592bfa5-b928-423f-8ee4-334ece920136,970.72,INR,UPI,Success,3/4/2025 5:35,POS,Hyderabad
TID000965,MID0017,00c59f30-d103-4424-8124-1bb4655ce508,574.76,INR,Wallet,Success,6/4/2025 14:43,POS,Delhi
TID000966,MID0039,12b2102d-940c-4503-b7c8-6152beed0af9,1007.18,INR,Debit Card,Success,5/22/2025 22:54,Mobile,Kolkata
TID000967,MID0022,b34c6c73-5833-4b30-ac77-6e950b981ccd,2944.42,INR,Credit Card,Success,2/11/2025 0:14,Mobile,Hyderabad
TID000968,MID0026,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1345.84,INR,Debit Card,Success,6/27/2025 9:14,Desktop,Bengaluru
TID000969,MID0044,fc737d92-11ab-4d11-a4eb-8000ef40d162,1779.46,INR,Wallet,Success,2/11/2025 5:49,Desktop,Kolkata
TID000970,MID0025,497ec6d1-081f-46dc-b8d9-a88aef0bea4f,680.42,INR,Credit Card,Success,7/12/2025 22:55,Desktop,Chennai
TID000971,MID0017,22ab7752-c4db-4a62-ae13-418d68ab80ea,2012.02,USD,UPI,Success,4/21/2025 18:33,POS,Bengaluru
TID000972,MID0013,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,1647.7,INR,Debit Card,Success,2/24/2025 16:00,POS,Hyderabad
TID000973,MID0020,5fdcabbf-6b9c-471c-b6ba-745ba55871e3,191,INR,UPI,Success,7/8/2025 16:29,Mobile,Delhi
TID000974,MID0025,72d35458-61ea-4f30-a42e-707afe2bd987,1275.2,USD,Wallet,Success,6/23/2025 23:41,Desktop,Chennai
TID000975,MID0004,60a399d4-e821-4716-aac8-0da1de9f6f5b,445.07,INR,Wallet,Success,4/12/2025 20:38,Desktop,Bengaluru
TID000976,MID0010,f6d22a7b-aec7-4a82-948b-4376602a4e57,2445.19,INR,Debit Card,Success,8/3/2025 6:41,POS,Kolkata
TID000977,MID0003,220b9ea9-8a0f-4508-9fe2-c0a0a96b3c42,832.53,INR,Wallet,Success,4/16/2025 15:06,Mobile,Hyderabad
TID000978,MID0041,1e5ebe54-5907-4299-9c3b-bdd8a74e02a9,7855.6,INR,Net Banking,Success,7/6/2025 1:08,Desktop,Chennai
TID000979,MID0045,649f7d88-8989-45ab-be2b-34d82db0728d,145.59,INR,Debit Card,Success,7/5/2025 21:17,Desktop,Delhi
TID000980,MID0018,fa8dae42-ba54-4920-a099-d18087623997,2273.57,INR,Net Banking,Success,5/25/2025 12:04,Mobile,Bengaluru
TID000981,MID0047,c194f97f-00e3-4026-95b6-de85390239d9,1679.92,INR,Wallet,Success,2/19/2025 11:10,Desktop,Kolkata
TID000982,MID0036,76876c62-4c61-445e-ba7e-5d9405d1fb63,2188.29,INR,Debit Card,Success,6/14/2025 7:36,POS,Hyderabad
TID000983,MID0047,6c93a791-8b60-4511-b816-8aebac6a7c85,551.24,INR,Net Banking,Success,2/16/2025 16:45,Mobile,Kolkata
TID000984,MID0022,3acb43a3-d2c7-4ffb-a118-433b882ccd1e,1016.07,INR,Wallet,Success,5/18/2025 20:29,Desktop,Pune
TID000985,MID0034,27b608dc-589d-4cb0-b5eb-89c23f5cf2f3,2388.2,INR,Credit Card,Success,3/20/2025 0:14,Desktop,Chennai
TID000986,MID0047,e00da49d-effa-4002-b040-413c4690fb15,397.01,INR,Credit Card,Refunded,4/18/2025 10:54,POS,Hyderabad
TID000987,MID0008,083f64c3-1ce3-42f8-83f7-25feb99b2b5a,384.34,INR,UPI,Success,5/22/2025 2:53,POS,Bengaluru
TID000988,MID0040,9d6b9b62-6b53-4a19-a902-b73fcf39f648,1201.27,INR,Credit Card,Success,3/17/2025 16:12,POS,Pune
TID000989,MID0049,e39836bb-e23d-4faa-afad-49e9c41c147e,1112.13,INR,Net Banking,Success,3/9/2025 15:02,Desktop,Kolkata
TID000990,MID0044,1139fa12-34c1-43ea-bd9c-4e6404015ced,497.48,INR,Credit Card,Success,7/19/2025 21:27,Desktop,Chennai
TID000991,MID0019,7249f62c-0898-4462-980c-b95c19d45deb,530.89,INR,Debit Card,Success,5/22/2025 3:56,Desktop,Mumbai
TID000992,MID0042,df495037-b40a-4181-ac09-bdb799086e47,488.27,INR,Debit Card,Failed,4/24/2025 22:41,Mobile,Hyderabad
TID000993,MID0041,0b531932-bd94-49aa-bea6-e5b20c760d28,2214.41,INR,Debit Card,Success,7/24/2025 2:00,POS,Kolkata
TID000994,MID0037,8a2db2e6-3bfd-48a6-b05f-ddf566fadca0,1582.9,INR,Credit Card,Refunded,6/26/2025 12:41,Mobile,Chennai
TID000995,MID0006,c6ac1b04-dd1d-4cd1-811f-6bf5379ef467,2679.42,INR,Credit Card,Success,3/23/2025 16:10,POS,Mumbai
TID000996,MID0026,fe54ee4b-80ff-4173-a3df-ecd70e731dd7,5561.97,INR,UPI,Success,4/4/2025 11:46,Desktop,Hyderabad
TID000997,MID0034,ea98fef8-d0d7-4e37-bbf2-025f4a0d2b73,964.15,INR,Wallet,Success,7/12/2025 17:39,Mobile,Chennai
TID000998,MID0045,93d563ae-51a3-4c26-937b-f79bbb44badc,103.53,INR,UPI,Failed,3/10/2025 11:36,Mobile,Kolkata
TID000999,MID0006,d18183d1-ac2b-4cfc-85c5-1060991121e7,73.93,INR,Net Banking,Success,8/2/2025 23:21,POS,Mumbai
TID001000,MID0037,e0527739-4d40-4f1b-bca5-be2952171bf3,525.75,INR,Debit Card,Success,4/20/2025 17:48,Mobile,Hyderabad
TID001001,MID0033,8570b59f-a903-4e67-bc56-8b5324acb722,4044.43,INR,Credit Card,Success,4/12/2025 12:19,Mobile,Chennai
TID001002,MID0022,46707cd6-4ced-4164-a9df-14e9389641dd,1111.03,INR,Wallet,Success,4/28/2025 9:58,Desktop,Bengaluru
TID001003,MID0021,97777f10-f2d2-493f-8e85-140d0f9aeb70,475.74,INR,Wallet,Success,3/21/2025 0:14,POS,Mumbai
TID001004,MID0006,2cd58759-e95d-4761-bc36-dc59e134edfc,764.16,INR,Credit Card,Success,5/25/2025 12:20,Mobile,Chennai
TID001005,MID0006,8e4c3ab5-6d5d-4477-adc2-9178a0411612,1369.18,INR,UPI,Failed,6/29/2025 12:59,Desktop,Bengaluru
TID001006,MID0048,582b91ee-f8e8-435b-8c00-988a7ee1011a,1587.43,INR,Wallet,Success,3/27/2025 10:26,Mobile,Mumbai
TID001007,MID0004,61935990-abdd-4a8f-a4b0-5c89f10bce9c,250.71,INR,UPI,Success,2/9/2025 18:58,Desktop,Chennai
TID001008,MID0030,b2414482-5198-44d8-8643-3603c92a7d7c,5660.46,INR,Credit Card,Success,2/14/2025 3:31,Mobile,Kolkata
TID001009,MID0011,4cc57e0d-2633-4018-a883-ac6e6a944054,1180.44,INR,UPI,Success,7/21/2025 7:38,Desktop,Mumbai
TID001010,MID0030,89b5aab0-c121-49db-af12-b150605fb1eb,218.73,INR,Debit Card,Success,2/11/2025 0:44,Desktop,Mumbai
TID001011,MID0031,39b02e2a-d96e-484f-bdb0-174e7938878a,3361.32,INR,Credit Card,Success,7/3/2025 18:31,POS,Hyderabad
TID001012,MID0024,24f43c62-b523-40de-9b87-d29c4cfd0fc1,116.36,INR,Credit Card,Success,5/20/2025 9:19,Desktop,Bengaluru
TID001013,MID0009,0ec0713d-ea2c-4a51-b688-d11fce4758be,3574.64,INR,Wallet,Success,2/27/2025 1:11,Mobile,Pune
TID001014,MID0003,6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d,8510.89,INR,Wallet,Success,5/15/2025 12:33,Desktop,Hyderabad
TID001015,MID0031,636f6e5c-2253-4706-87ad-8b268eaa5841,1808.12,INR,Wallet,Refunded,4/25/2025 9:55,Desktop,Pune
TID001016,MID0040,548c1d84-340d-4049-8147-65063e2bf9c9,2207.43,INR,Debit Card,Success,7/10/2025 19:19,Mobile,Chennai
TID001017,MID0037,73253aa3-ec17-4298-943d-f5b3a58e83dd,617.16,INR,Debit Card,Success,5/12/2025 7:12,Mobile,Kolkata
TID001018,MID0036,891f6912-17ab-4863-9efe-ef4fd8ddbbc0,4260.06,INR,Net Banking,Success,2/15/2025 8:28,Desktop,Bengaluru
TID001019,MID0024,0d31812e-30c3-4756-9453-f867b97e6224,1131.62,INR,Credit Card,Success,3/9/2025 14:49,Mobile,Mumbai
TID001020,MID0031,9adf4709-ac75-4344-a08e-149e44b9e602,1977.33,INR,Wallet,Success,4/3/2025 2:41,Desktop,Pune
TID001021,MID0006,12a1fe7d-dfa5-4722-8a1f-c9df9a591974,3867.66,INR,Credit Card,Success,4/6/2025 16:20,Desktop,Bengaluru
TID001022,MID0002,966be275-c2fe-4954-8dfd-9531302b7831,5544.16,INR,UPI,Failed,2/11/2025 20:23,Desktop,Bengaluru
TID001023,MID0020,378e6510-8f10-433e-abe4-2e7db96c1163,2686.48,INR,Debit Card,Success,3/23/2025 19:18,Mobile,Hyderabad
TID001024,MID0028,e8334da5-de95-4695-b579-c1437ab99428,541.49,INR,Net Banking,Success,6/9/2025 18:40,POS,Bengaluru
TID001025,MID0011,e8b3d763-f4ff-4f3a-8d9d-baeb553d2625,5096.44,INR,UPI,Success,7/7/2025 3:06,POS,Mumbai
TID001026,MID0004,30a5648e-efe9-43d0-b639-08bf03ece8ff,1483.77,INR,Credit Card,Success,6/20/2025 18:02,Desktop,Hyderabad
TID001027,MID0015,bf337a15-1e08-4f20-bdd1-51b0f64ab6ec,4002.72,INR,Debit Card,Success,3/27/2025 3:56,Desktop,Delhi
TID001028,MID0006,ea18d32c-7a9a-4ef5-811b-d1c4ffe3f366,1691,INR,Wallet,Success,2/13/2025 16:49,Mobile,Bengaluru
TID001029,MID0049,b42a2d93-9aba-4f15-b214-90623e1a963e,550.61,INR,UPI,Success,4/1/2025 1:09,POS,Delhi
TID001030,MID0030,3d44cb2c-ea45-4a41-a589-ada1345af934,693.11,INR,Debit Card,Success,7/2/2025 18:15,POS,Pune
TID001031,MID0038,48769153-c688-43fe-9255-5c758d55119e,1199.33,INR,Credit Card,Success,3/3/2025 3:37,POS,Kolkata
TID001032,MID0002,a6129a1c-889d-4b76-b75c-30b561730c48,2341.08,INR,Credit Card,Success,7/15/2025 0:14,Mobile,Hyderabad
TID001033,MID0015,5c11ab6d-42f5-43f5-8ef4-c34d5bf86f3c,574.05,INR,UPI,Success,7/9/2025 9:21,Mobile,Pune
TID001034,MID0011,774c0afa-7f4d-408c-a1ff-f6c08347f1da,1300.29,INR,UPI,Failed,4/21/2025 12:20,Mobile,Hyderabad
TID001035,MID0008,b8f0188e-fb37-4fae-8d85-63ca193e638d,636.11,INR,UPI,Success,6/14/2025 9:12,Desktop,Kolkata
TID001036,MID0026,51facefa-d6f8-4f7a-82fa-1da878308631,2537.35,INR,Net Banking,Success,4/25/2025 23:02,Mobile,Kolkata
TID001037,MID0045,501ba851-5ee6-4495-b400-29c3ea11905b,943.09,INR,Wallet,Success,3/4/2025 14:48,Desktop,Hyderabad
TID001038,MID0044,dd34aa18-9001-4ed4-8bb4-01e769f753f1,119.74,INR,Debit Card,Success,7/16/2025 0:56,Desktop,Pune
TID001039,MID0005,0426fcc9-255b-40e2-bdc2-b74b38a56b49,272.38,INR,Credit Card,Success,6/30/2025 22:30,Desktop,Chennai
TID001040,MID0006,95831d58-ef4c-4119-8da5-d39b42c21797,94.58,INR,Credit Card,Success,7/27/2025 8:45,Desktop,Mumbai
TID001041,MID0026,4b91b8cb-6ae6-4582-b852-b3cd9442b5e6,1037.63,INR,Wallet,Success,3/31/2025 13:41,Mobile,Delhi
TID001042,MID0004,3ae28023-5472-4d2d-b239-9ffb27046f25,168.64,INR,UPI,Success,7/24/2025 12:32,Mobile,Chennai
TID001043,MID0019,3ee82983-d557-4241-91dd-b9bf613d2de9,181.79,USD,UPI,Success,2/23/2025 15:08,POS,Delhi
TID001044,MID0020,f186e47a-a794-4320-8cf6-e8b87fd238c3,4246.55,INR,Credit Card,Success,2/22/2025 0:02,POS,Hyderabad
TID001045,MID0033,c36b9a0a-41e0-4a89-966a-9ce7af521b94,3091.28,INR,Wallet,Success,2/21/2025 11:45,Desktop,Mumbai
TID001046,MID0020,b93b17fb-f76d-45fd-bd16-45a0d253d966,902.46,INR,Credit Card,Success,5/16/2025 2:35,POS,Hyderabad
TID001047,MID0049,75f8e3a8-7d97-4c0f-bd56-09c4a4461663,6382.33,INR,UPI,Success,6/27/2025 8:41,POS,Bengaluru
TID001048,MID0012,5a2837b2-cb83-43f2-bb96-f6022b115c36,0.28,INR,Debit Card,Success,6/23/2025 17:54,POS,Hyderabad
TID001049,MID0047,8bea75c1-b866-47aa-a3d4-526b2b54ff7a,1427.8,INR,UPI,Failed,7/5/2025 4:22,Desktop,Pune
TID001050,MID0001,e3ad64d4-eab9-4b02-af1d-c1217d024c6d,1437.34,INR,Debit Card,Success,6/29/2025 9:44,POS,Chennai
TID001051,MID0026,f50d7a37-a44d-4fec-bd85-d7fa8ac97b01,917.19,INR,Net Banking,Success,4/28/2025 19:12,Mobile,Hyderabad
TID001052,MID0014,d6cd3155-08a8-4c7f-8621-38ad0f09105c,758.63,INR,Wallet,Success,2/11/2025 1:19,Desktop,Mumbai
TID001053,MID0038,d1682e09-f1f7-4904-9307-5157d8c128e7,911.51,USD,Net Banking,Success,2/10/2025 0:06,Mobile,Pune
TID001054,MID0037,01a25ed1-c3ab-45f1-8c6b-7074ab102c9b,804.11,INR,UPI,Success,7/1/2025 8:24,Desktop,Chennai
TID001055,MID0011,a175a9c3-d7b1-42a9-a332-a50e6992896e,1966.74,INR,Wallet,Success,7/18/2025 8:39,Mobile,Hyderabad
TID001056,MID0036,26a9e100-b509-409b-9166-58ce3b3f3800,218.16,INR,UPI,Success,5/23/2025 7:54,POS,Kolkata
TID001057,MID0013,74bd0c93-8177-4661-b7fe-032c02571851,330.3,INR,Wallet,Success,6/4/2025 14:18,Desktop,Hyderabad
TID001058,MID0043,a3422e50-9e2a-4324-8f79-a8a75f8a14bd,298.62,INR,Wallet,Success,8/4/2025 14:08,Mobile,Chennai
TID001059,MID0003,e9aa144b-9dd4-4675-af14-5064aab07015,456.67,INR,UPI,Success,3/8/2025 15:03,Desktop,Bengaluru
TID001060,MID0033,0406ff44-7ce4-4679-a8c6-dbc07bb3447b,1117.48,INR,UPI,Success,2/25/2025 16:43,Mobile,Bengaluru
TID001061,MID0006,694d7b00-8d38-4327-883f-13c601b158e9,176.84,USD,Wallet,Failed,6/30/2025 0:49,POS,Delhi
TID001062,MID0050,b8e19f56-8787-4a21-8448-2a220308aa5e,3039.36,INR,Wallet,Success,6/1/2025 8:35,Desktop,Chennai
TID001063,MID0010,49646b96-fa3c-4628-8926-21df465568b7,529.37,INR,UPI,Success,7/11/2025 1:16,Desktop,Hyderabad
TID001064,MID0005,b2a6e468-d02b-4243-8091-3ac10463750e,266.07,USD,UPI,Success,4/24/2025 2:10,Mobile,Kolkata
TID001065,MID0023,f090f5a0-ce61-4199-ae3a-0ba8ac8d6c7d,1688.77,INR,Credit Card,Success,3/16/2025 20:50,Mobile,Hyderabad
TID001066,MID0010,eb053fc4-1b65-4dab-ade4-6e91e8e6e840,58.25,INR,Credit Card,Success,7/18/2025 14:20,POS,Bengaluru
TID001067,MID0044,3db02235-261e-4555-863e-1f2a18a806ef,1451.25,INR,Credit Card,Success,6/4/2025 18:07,Mobile,Delhi
TID001068,MID0002,409e7a80-86c5-41d6-9ea9-f50831227592,1796.98,INR,Net Banking,Success,7/24/2025 0:02,Mobile,Hyderabad
TID001069,MID0013,cb80f288-446f-44dd-9abc-a6e5d0b1e3eb,362.95,INR,Wallet,Success,4/8/2025 18:18,Mobile,Kolkata
TID001070,MID0040,f5948a54-5f80-4eeb-943a-9aff659b0105,64.31,INR,Debit Card,Success,7/9/2025 12:42,POS,Kolkata
TID001071,MID0002,3e42df5b-90a3-4bbf-b580-e05067f1698c,678,INR,Net Banking,Success,4/11/2025 0:04,POS,Hyderabad
